MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
monoterpène;monoterpène;;
ornithomancie;ornithomancies;;
poncture;ponctures;;
veveysan;veveysans;veveysanne;veveysannes
émissole;émissoles;;
bonobo;bonobo;;
charango;charangos;;
chrétien-démocrate;;;
hyaloclastite;hyaloclastite;;
loups-garous;;;
macroscopie;macroscopies;;
micropropagation;micropropagations;;
salop;salops;;
churro;churro;;
mégapixel;mégapixel;;
nanoscience;nanoscience;;
pécan;pécans;;
tétanisme;tétanismes;;
myotique;myotique;;
achards;;;
reversoir;reversoirs;;
robineux;;robineuse;robineuses
régolite;régolites;;
superviseure;superviseures;;
toréro;toréros;;
écrantage;écrantages;;
ichtyocolle;ichtyocolles;;
méronymie;méronymies;;
sauropode;sauropode;;
steeplechase;steeplechases;;
tabun;tabuns;;
équarrissoir;équarrissoirs;;
bilharzie;bilharzie;;
chacone;chacones;;
hautecontre;hautecontres;;
labyrinthodonte;labyrinthodonte;;
microprogramme;microprogrammes;;
mutateur;mutateurs;;
thermocinétique;thermocinétiques;;
ambigüité;ambigüités;;
boucholeur;boucholeur;boucholeuse;boucholeuse
nuisette;nuisettes;;
pastoraliste;pastoraliste;;
suremballage;suremballages;;
tocade;tocades;;
arabo-musulman;arabo-musulmans;;
chaîneur;chaîneurs;chaîneuse;chaîneuse
mammy;mammys;;
scarifiage;scarifiages;;
sonal;sonals;;
téléassistance;téléassistances;;
âgisme;âgismes;;
junky;junky;;
biopiraterie;biopirateries;;
gramscisme;gramscismes;;
hightech;hightechs;;
houligan;houligan;houligane;houliganes
néosynéphrine;néosynéphrines;;
préaccord;préaccords;;
pseudohermaphrodisme;pseudohermaphrodismes;;
aspartam;aspartams;;
polyéther;polyéther;;
coquillette;coquillette;;
cyanoacrylate;cyanoacrylates;;
déflagrateur;déflagrateurs;;
gastrozoïde;gastrozoïde;;
narcodollar;narcodollar;;
pourriel;pourriels;;
écorceur;écorceur;écorceuse;écorceuses
états-unien;états-uniens;;
autopollinisation;autopollinisations;;
banyuls;;;
cashmere;cashmeres;;
contremaitre;contremaitres;;
estrone;estrones;;
folksong;folksongs;;
renumérotation;renumérotations;;
énergéticien;énergéticien;énergéticienne;énergéticienne
amniote;amniote;;
diabétologue;diabétologues;;
dragline;dragline;;
e-mail;e-mails;;
houliganisme;houliganismes;;
pachinko;pachinkos;;
podcasting;podcastings;;
culminance;culminances;;
entrerail;entrerails;;
jeanfoutre;jeanfoutre;;
prooccidental;prooccidentaux;prooccidentale;prooccidentales
thermodynamicien;thermodynamicien;thermodynamicienne;thermodynamicienne
œnomètre;œnomètres;;
brachiation;brachiations;;
grapefruit;grapefruit;;
icefield;icefields;;
premiers-nés;;;
sampang;sampang;;
équatoguinéen;équatoguinéens;équatoguinéenne;équatoguinéennes
basseville;bassevilles;;
couros;;;
nucléolyse;nucléolyses;;
odonate;odonate;;
cacosmie;cacosmies;;
chiffonnement;chiffonnements;;
distributionnaliste;distributionnalistes;;
esperluette;esperluettes;;
malouf;maloufs;;
natoufien;natoufiens;;
dahu;dahus;;
galactosamine;galactosamines;;
ismaïlien;ismaïlien;ismaïlienne;ismaïlienne
mi-avril;mi-avrils;;
soman;somans;;
êta;êtas;;
disulfirame;disulfirames;;
dérèglementation;dérèglementations;;
encavage;encavages;;
léporidé;léporidé;;
moringa;moringas;;
septemvir;septemvir;;
tétrodotoxine;tétrodotoxines;;
colocalisation;colocalisations;;
dast;;;
péquin;péquins;;
stoûpa;stoûpas;;
zyklon;zyklons;;
étripé;étripés;étripée;étripées
buronnier;buronnier;buronnière;buronnières
halftrack;halftrack;;
isocitrate;isocitrates;;
kung-fu;;;
répétibilité;répétibilités;;
amidopyrine;amidopyrines;;
contre-culture;contre-cultures;;
hilotisme;hilotismes;;
spammeur;spammeur;;
syphilographie;syphilographies;;
anticomanie;anticomanies;;
cholurie;choluries;;
géophage;géophage;;
pédimane;pédimane;;
asialie;asialies;;
hétéroduplex;;;
monoacide;monoacides;;
réseautique;réseautiques;;
trichoma;trichomas;;
contrevisite;contrevisites;;
tautomère;tautomère;;
ursidé;ursidé;;
chaudeau;chaudeaux;;
enrubannage;enrubannages;;
gazonnage;gazonnages;;
gîtologie;gîtologies;;
pachto;pachtos;;
pléiotropie;pléiotropies;;
œsophagoplastie;œsophagoplasties;;
centistokes;;;
clathrate;clathrate;;
diététiste;diététiste;;
démocrates-chrétiens;;;
unidirectionnalité;unidirectionnalités;;
blasonneur;blasonneur;blasonneuse;blasonneuse
déremboursement;déremboursements;;
graphiose;graphioses;;
aplustre;aplustres;;
déontologue;déontologues;;
détartreur;détartreurs;;
extrémum;extrémums;;
macrocycle;macrocycles;;
nazillon;nazillon;nazillonne;nazillonne
ripper;rippers;;
tournisse;tournisse;;
aptéryx;;;
deux-roues;;;
décrémentation;décrémentations;;
fibration;fibrations;;
lambada;lambadas;;
procureure;procureures;;
prunelier;pruneliers;;
eurytherme;eurytherme;;
aérofrein;aérofrein;;
biothérapie;biothérapie;;
biscotterie;biscotteries;;
chieur;chieurs;chieuse;chieuse
chiropraticien;chiropraticiens;chiropraticienne;chiropraticienne
coprocesseur;coprocesseurs;;
dircom;dircoms;;
nocebo;nocebos;;
soulard;soulards;soularde;soulardes
tapissage;tapissages;;
klezmer;klezmers;;
piquenique;piqueniques;;
canneur;canneur;canneuse;canneuse
coprophile;coprophile;;
cyanophycée;cyanophycée;;
cyclogenèse;cyclogenèses;;
dérépression;dérépressions;;
glucane;glucane;;
glucomètre;glucomètres;;
nugget;nugget;;
antigravité;antigravités;;
réacheminement;réacheminements;;
trisaïeux;;;
tifosi;tifosis;;
avaliste;avalistes;;
cténophore;cténophore;;
distilbène;distilbènes;;
flette;flettes;;
programmiste;programmistes;;
adjectivisation;adjectivisations;;
déshonnêteté;déshonnêtetés;;
fiérot;fiérots;fiérote;fiérote
holmium;holmiums;;
huitrier;huitriers;huitrière;huitrière
acylation;acylations;;
assurance-vie;assurances-vie;;
convolvulacée;convolvulacée;;
crématiste;crématiste;;
emboiture;emboitures;;
mycorhization;mycorhizations;;
abstème;abstèmes;;
chrysobéryl;chrysobéryls;;
contravariant;contravariants;;
maïeuticien;maïeuticiens;maïeuticienne;maïeuticienne
bréhaigne;bréhaignes;;
cnidaire;cnidaire;;
nagari;nagaris;;
acul;aculs;;
bipied;bipieds;;
lèse-majesté;lèse-majestés;;
pots-de-vin;;;
brulure;brulure;;
céramologue;céramologue;;
kilobit;kilobit;;
phonotactique;phonotactiques;;
imageur;imageurs;;
basidiomycète;basidiomycète;;
borchtch;borchtchs;;
byssinose;byssinoses;;
calambac;calambacs;;
dénombrabilité;dénombrabilités;;
espionite;espionites;;
high-tech;;;
privatdozent;privatdozents;;
ptéridophyte;ptéridophyte;;
reclusionnaire;reclusionnaire;;
ballotement;ballotements;;
damalisque;damalisque;;
exoplanète;exoplanètes;;
œilletonnage;œilletonnages;;
ψ;;;
badelaire;badelaires;;
brize;brizes;;
désingularisation;désingularisations;;
gruppetti;;;
non-prolifération;non-proliférations;;
fairplay;fairplays;;
héliotropine;héliotropines;;
jumel;jumels;;
spet;spets;;
audioconférence;audioconférences;;
nassériste;nasséristes;;
ptôsis;;;
électroporation;électroporations;;
émotteur;émotteurs;émotteuse;émotteuses
biovigilance;biovigilances;;
harnacheur;harnacheurs;harnacheuse;harnacheuses
mi-mars;;;
nétiquette;;;
tiaré;tiarés;;
étrangloir;étrangloirs;;
Sainte-Alliance;;;
arénite;arénite;;
boucau;boucaus;;
cariacou;cariacous;;
cistude;cistudes;;
exerciseur;exerciseur;;
labdanum;labdanums;;
philippien;philippiens;philippienne;philippiennes
ferryboat;ferryboats;;
calepinage;calepinages;;
marketeur;marketeur;marketeuse;marketeuses
minéralurgie;minéralurgies;;
sashimi;sashimis;;
knockout;knockouts;;
cornillon;cornillon;;
déboucheur;déboucheurs;;
déconversion;déconversions;;
dévolteur;dévolteurs;;
malbec;malbecs;;
névrodermite;névrodermites;;
prie-Dieu;;;
κ;;;
crado;crados;;
cryptosporidiose;cryptosporidioses;;
différentiabilité;différentiabilités;;
déblayeur;déblayeur;déblayeuse;déblayeuses
francs-tireurs;;;
interlettrage;interlettrages;;
inversibilité;inversibilités;;
sister-ship;sister-ships;;
accouveur;accouveur;accouveuse;accouveuse
alicament;alicament;;
convertissage;convertissages;;
corolaire;corolaires;;
céramide;céramides;;
non-recevoir;non-recevoirs;;
prolamine;prolamine;;
psychorigide;psychorigides;;
hifi;hifis;;
anisole;anisoles;;
basquaise;basquaises;;
coracle;coracles;;
customisation;customisations;;
dyspepsique;dyspepsique;;
sommabilité;sommabilités;;
sous-munition;sous-munition;;
crépidule;crépidule;;
mi-décembre;mi-décembres;;
mélimélo;mélimélos;;
pédopornographie;pédopornographies;;
conduiseur;conduiseurs;conduiseuse;conduiseuses
crèmerie;crèmeries;;
décorrélation;décorrélations;;
faitier;faitier;faitière;faitières
amoncèlement;amoncèlements;;
angustura;angusturas;;
aréométrie;aréométries;;
branchiopode;branchiopode;;
cadogan;cadogans;;
chalcographe;chalcographes;;
infobulle;infobulles;;
méliacée;méliacée;;
showroom;showrooms;;
stéride;stéride;;
chiropractie;chiropracties;;
cladisme;cladismes;;
cryogène;cryogènes;;
fast-food;fast-foods;;
ponch;ponchs;;
aligot;aligots;;
contre-maître;contre-maîtres;;
cougouar;cougouars;;
désatomisation;désatomisations;;
physisorption;physisorptions;;
rumsteck;rumstecks;;
sitologie;sitologies;;
théropode;théropode;;
valentin;valentins;valentine;valentines
protérandrie;protérandries;;
sinité;sinités;;
trainage;trainages;;
brisance;brisances;;
café-concert;cafés-concerts;;
hovercraft;hovercrafts;;
minicar;minicars;;
orthogonalisation;orthogonalisations;;
triandrie;triandries;;
chierie;chieries;;
cholécystotomie;cholécystotomies;;
musèlement;musèlements;;
oléoprotéagineux;;;
syllabi;;;
wargame;wargame;;
Tiers-Monde;;;
alcoologue;alcoologues;;
doudoune;doudounes;;
gouda;goudas;;
jihadisme;jihadismes;;
étruscologue;étruscologue;;
cigarettier;cigarettier;cigarettière;cigarettières
cyclopousse;cyclopousses;;
dysurique;dysurique;;
déferrement;déferrements;;
défigurement;défigurements;;
esparcet;esparcets;;
estriol;estriols;;
fuligule;fuligules;;
galéace;galéace;;
gradateur;gradateurs;;
antirouille;antirouilles;;
aérotechnique;aérotechniques;;
bernicle;bernicle;;
caillassage;caillassages;;
coffreur;coffreur;coffreuse;coffreuse
dessalinisation;dessalinisations;;
immunopathologie;immunopathologies;;
polytétrafluoroéthylène;polytétrafluoroéthylènes;;
primulacée;primulacée;;
rouverain;rouverains;;
ambianceur;ambianceur;;
attisement;attisements;;
bickford;bickfords;;
cholécalciférol;cholécalciférols;;
hétérophilie;hétérophilies;;
organomagnésien;organomagnésien;;
paravalanche;paravalanche;;
pecan;pecans;;
victimologue;victimologue;;
banon;banons;;
buchette;buchette;;
canoéiste;canoéiste;;
cirrocumulus;;;
cisailleur;cisailleurs;cisailleuse;cisailleuses
grand-voile;grand-voiles;;
novélisation;novélisations;;
plommée;plommée;;
quétaine;quétaines;;
cafardeur;cafardeurs;cafardeuse;cafardeuse
adduit;adduit;;
alcyne;alcyne;;
aquagym;aquagyms;;
argentite;argentites;;
escarole;escaroles;;
flustre;flustre;;
fueloil;fueloils;;
furanne;furanne;;
psoralène;psoralènes;;
sexothérapie;sexothérapies;;
surproductivité;surproductivités;;
téléavertisseur;téléavertisseurs;;
urbanologie;urbanologies;;
biker;biker;;
bilinéarité;bilinéarités;;
coréalisateur;coréalisateurs;coréalisatrice;coréalisatrices
cumulateur;cumulateur;cumulatrice;cumulatrices
exocarpe;exocarpes;;
kaon;kaon;;
totaliseur;totaliseurs;;
tropézien;tropéziens;tropézienne;tropéziennes
bastaing;bastaing;;
biopuce;biopuce;;
buche;buche;;
cinéroman;cinéromans;;
décuvaison;décuvaisons;;
dételage;dételages;;
e-commerce;e-commerces;;
extrudeur;extrudeurs;extrudeuse;extrudeuses
mi-janvier;mi-janviers;;
nucléarité;nucléarités;;
oligomérisation;oligomérisations;;
pelletisation;pelletisations;;
pieds-droits;;;
stéréobate;stéréobates;;
antislash;antislashes;;
autoallumage;autoallumages;;
bambouseraie;bambouseraies;;
basmati;basmatis;;
bisphénol;bisphénols;;
boyscout;boyscout;;
lassis;;;
primalité;primalité;;
sociopathe;sociopathe;;
téléradio;téléradios;;
électrovanne;électrovanne;;
χ;;;
sievert;millisieverts;;
Yio;;;
balénoptère;balénoptère;;
biocombustible;biocombustible;;
esprit-de-vin;esprit-de-vins;;
légionelle;légionelle;;
léprologue;léprologue;;
mégafaune;mégafaunes;;
phosphatidylsérine;phosphatidylsérines;;
rhabillement;rhabillements;;
trilliard;trilliard;;
épeichette;épeichettes;;
doudouisme;doudouismes;;
devanagari;devanagaris;;
djaïnisme;djaïnismes;;
métallerie;métalleries;;
nu-pieds;;;
numérus;;;
épulon;épulon;;
crossoptérygien;crossoptérygien;;
cuniculture;cunicultures;;
ferroélectricité;ferroélectricités;;
gréviculteur;gréviculteur;grévicultrice;grévicultrices
hémotypologie;hémotypologies;;
jobelin;jobelins;;
vexillologie;vexillologies;;
ballotin;ballotins;;
balsamier;balsamiers;;
cryochirurgie;cryochirurgies;;
décompilation;décompilations;;
fumette;fumettes;;
gentianée;gentianée;;
hitparade;hitparades;;
krishnaïte;krishnaïtes;;
saunaison;saunaisons;;
voutain;voutain;;
xipho;xiphos;;
optronique;optroniques;;
adipsie;adipsies;;
bihari;biharis;;
codominance;codominances;;
joggeur;joggeur;joggeuse;joggeuse
otorhinolaryngologie;otorhinolaryngologies;;
poissons-chats;;;
viagra;viagras;;
zoopsie;zoopsies;;
ν;;;
baasisme;baasismes;;
bidonnage;bidonnages;;
cerfs-volants;;;
cénesthopathie;cénesthopathie;;
madison;madisons;;
moucharabié;moucharabié;;
peaufinage;peaufinages;;
plathelminthe;plathelminthe;;
étalingure;étalingures;;
cornflake;cornflake;;
derche;derches;;
deviseur;deviseurs;deviseuse;deviseuses
kakemono;kakemono;;
lamage;lamages;;
musacée;musacée;;
parasynthèse;parasynthèses;;
tomographe;tomographes;;
cannabinol;cannabinols;;
conard;conards;conarde;conarde
dermabrasion;dermabrasions;;
goutteur;goutteur;;
hydrogénocarbonate;hydrogénocarbonates;;
metteure;metteures;;
minisatellite;minisatellite;;
petites-filles;;;
surinamais;;surinamaise;surinamaises
tractage;tractages;;
zenana;zenanas;;
agapète;agapète;;
amours-propres;;;
astrophotographie;astrophotographies;;
caravanage;caravanages;;
ciné-club;ciné-clubs;;
dévanagari;dévanagaris;;
ficellerie;ficelleries;;
héparane;héparanes;;
larsen;larsens;;
mésophyte;mésophyte;;
arcdoubleau;arcdoubleaux;;
faiteau;faiteaux;;
hauteville;hautevilles;;
interlock;interlocks;;
luxembourgisme;luxembourgismes;;
mezzosoprano;mezzosopranos;;
mi-février;mi-févriers;;
nénies;;;
pyrole;pyroles;;
toaster;toasters;;
braintrust;braintrusts;;
franco-algérien;franco-algériens;;
grands-pères;;;
hydrobiologiste;hydrobiologiste;;
hypnothérapeute;hypnothérapeutes;;
immunodéficient;immunodéficient;immunodéficiente;immunodéficiente
lyophilisat;lyophilisats;;
numériseur;numériseurs;;
roman-feuilleton;romans-feuilletons;;
cathodoluminescence;cathodoluminescences;;
raticide;raticide;;
taiji;taijis;;
toutime;toutimes;;
éburon;éburons;éburonne;éburonnes
époisses;;;
éthéromanie;éthéromanies;;
quadrilinguisme;quadrilinguismes;;
réescompteur;réescompteur;;
septantième;septantièmes;;
tôlée;tôlées;;
bouteselle;bouteselles;;
cataphote;cataphote;;
laurylsulfate;laurylsulfates;;
poisson-chat;poissons-chats;;
décilage;décilages;;
défluviation;défluviation;;
désencrage;désencrages;;
exéat;exéats;;
gélatinochlorure;gélatinochlorures;;
parthénocarpie;parthénocarpies;;
polylobe;polylobe;;
scampi;scampis;;
sirénien;sirénien;;
topless;;;
auto-organisation;auto-organisations;;
capiston;capistons;;
chalenge;chalenges;;
luxembourgiste;luxembourgistes;;
porpite;porpite;;
sans-papier;sans-papier;;
baklava;baklavas;;
carillonnement;carillonnements;;
meuleur;meuleur;meuleuse;meuleuses
ostracisation;ostracisations;;
réunionnite;réunionnites;;
baby-sitter;baby-sitters;;
byzantinologue;byzantinologues;;
diffusiomètre;diffusiomètres;;
gélisol;gélisols;;
lithogravure;lithogravures;;
lolita;lolitas;;
lompe;lompes;;
minibar;minibars;;
phytochimie;phytochimies;;
souslik;sousliks;;
superprivilège;superprivilèges;;
trekkeur;trekkeur;trekkeuse;trekkeuses
zoreille;zoreille;;
absurdiste;absurdistes;;
autécologie;autécologies;;
bidouillage;bidouillages;;
carpaccio;carpaccios;;
chamsin;chamsins;;
cœlostat;cœlostats;;
dinette;dinettes;;
gammare;gammare;;
garancière;garancières;;
hygiaphone;hygiaphones;;
soquet;soquets;;
autotélie;autotélies;;
contrerail;contrerail;;
crouille;crouille;;
ethnonymie;ethnonymies;;
franco-canadien;franco-canadiens;;
graminacée;graminacée;;
cedrela;cedrelas;;
impacteur;impacteurs;;
nunchaku;nunchakus;;
post-moderne;post-modernes;;
prévente;préventes;;
tiliacée;tiliacée;;
corole;coroles;;
papavéracée;papavéracée;;
sculpteure;sculpteures;;
spinabifida;spinabifidas;;
supergravité;supergravités;;
spécificatif;spécificatifs;;
antiabolitionniste;antiabolitionniste;;
dessolement;dessolements;;
kicker;kickers;;
logigramme;logigrammes;;
séronégativité;séronégativités;;
tacrine;tacrines;;
æ;;;
antiprotectionniste;antiprotectionnistes;;
cavaillon;cavaillon;;
come-back;;;
coorganisateur;coorganisateurs;coorganisatrice;coorganisatrice
lauriers-roses;;;
rhynchonelle;rhynchonelle;;
studbook;studbooks;;
stéarinier;stéarinier;stéarinière;stéarinières
anti-impérialiste;anti-impérialistes;;
herberie;herberies;;
iconophilie;iconophilies;;
permaculture;permacultures;;
quintuplées;;;
bondelle;bondelle;;
braséro;braséros;;
fac-simile;;;
opéras-comiques;;;
strongyle;strongyle;;
terpénoïde;terpénoïde;;
télévente;téléventes;;
allélopathie;allélopathies;;
ampélographe;ampélographes;;
carpiculture;carpicultures;;
demiard;demiards;;
démutualisation;démutualisations;;
kouglof;kouglofs;;
länder;;;
maître-assistant;maîtres-assistants;;
orthésiste;orthésistes;;
prépensionné;prépensionnés;prépensionnée;prépensionnées
culeron;culerons;;
déchèterie;déchèteries;;
footballer;footballers;;
gastroentérologue;gastroentérologues;;
porte-conteneur;porte-conteneur;;
porte-conteneurs;;;
andrologie;andrologies;;
banaste;banaste;;
bronzette;bronzettes;;
chochotte;chochottes;;
cladocère;cladocère;;
courlieu;courlieux;;
déconventionnement;déconventionnements;;
gardes-côtes;;;
gigatonne;gigatonne;;
glossonyme;glossonyme;;
kinésiste;kinésiste;;
lithogenèse;lithogenèses;;
sexappeal;sexappeals;;
thyrotrophine;thyrotrophines;;
affutage;affutages;;
affutiaux;;;
bazou;bazous;;
désinscription;désinscriptions;;
epsomite;epsomites;;
hauts-fonds;;;
malaimé;malaimés;malaimée;malaimées
neuroplasticité;neuroplasticités;;
technicocommercial;technicocommerciaux;technicocommerciale;technicocommerciale
téléopérateur;téléopérateur;téléopératrice;téléopératrices
épair;épairs;;
adjudant-chef;adjudantes-chefs;;
empannage;empannages;;
fauviste;fauvistes;;
huart;huarts;;
kitesurf;kitesurfs;;
microfibre;microfibre;;
oiseaux-mouches;;;
phosphatidyléthanolamine;phosphatidyléthanolamines;;
assurance-maladie;;;
brol;brols;;
cryométrie;cryométries;;
douchette;douchettes;;
irradiateur;irradiateurs;;
magnoliacée;magnoliacée;;
préfanage;préfanages;;
pycnogonide;pycnogonide;;
hyperfocale;hyperfocales;;
antibiorésistance;antibiorésistances;;
chançard;chançards;chançarde;chançarde
entreligne;entreligne;;
escabèche;escabèches;;
garrottage;garrottages;;
surbooking;surbookings;;
amerloque;amerloques;;
bollard;bollard;;
bouiboui;bouibouis;;
bénef;bénefs;;
café-théâtre;cafés-théâtres;;
cannabisme;cannabismes;;
détonique;détoniques;;
micropénis;;;
ostéoblastome;ostéoblastomes;;
pelagos;;;
pyracantha;pyracanthas;;
quintolet;quintolets;;
taxodium;taxodiums;;
vidéoclub;vidéoclub;;
épinage;épinages;;
antidouleur;antidouleurs;;
aérogastrie;aérogastries;;
bluejean;bluejean;;
funboard;funboards;;
noroit;noroits;;
postimpressionnisme;postimpressionnismes;;
pélasgien;pélasgien;pélasgienne;pélasgiennes
rockingchair;rockingchairs;;
sandwicherie;sandwicheries;;
télévangélisme;télévangélismes;;
œdicnème;œdicnèmes;;
chachacha;chachachas;;
conasse;conasses;;
descenseur;descenseurs;;
grabatisation;grabatisations;;
mastose;mastoses;;
pentalogie;pentalogies;;
abiotrophie;abiotrophies;;
acadianisme;acadianisme;;
bigbang;bigbangs;;
bêtacarotène;bêtacarotènes;;
cibiste;cibiste;;
distractivité;distractivités;;
guignolade;guignolades;;
lentigine;lentigine;;
meursault;meursaults;;
muesli;mueslis;;
sous-réseau;sous-réseaux;;
surcouche;surcouches;;
électrocardioscope;électrocardioscopes;;
achars;;;
alkyle;alkyle;;
annulateur;annulateurs;annulatrice;annulatrices
attendrisseur;attendrisseurs;;
chichiteux;;chichiteuse;chichiteuse
cryosphère;cryosphères;;
cætera;;;
enculeur;enculeurs;enculeuse;enculeuse
ensanglantement;ensanglantements;;
ferratier;ferratier;;
réflectomètre;réflectomètres;;
brumisateur;brumisateurs;;
chenillard;chenillards;;
ponts-levis;;;
bissexuel;bissexuels;bissexuelle;bissexuelles
brownie;brownie;;
claires-voies;;;
culs-de-lampe;;;
démultiplexage;démultiplexages;;
ginguet;ginguets;;
nanomachine;nanomachine;;
préchargement;préchargements;;
expert-comptable;experts-comptables;;
télémark;télémarks;;
lance-roquette;lance-roquette;;
quadricentenaire;quadricentenaires;;
contrefa;;;
dextralité;dextralités;;
galonnier;galonnier;galonnière;galonnière
laguiole;laguioles;;
playlist;playlists;;
protoplanète;protoplanète;;
semi-nomade;semi-nomade;;
soulographie;soulographies;;
vagolytique;vagolytiques;;
carnivorisme;carnivorismes;;
catadioptre;catadioptre;;
crematorium;crematoriums;;
grillet;grillets;grillette;grillettes
lance-flamme;lance-flamme;;
oxydoréductase;oxydoréductases;;
scoured;scoureds;;
ampélopsis;;;
cellulitique;cellulitiques;;
dosette;dosette;;
euphorisation;euphorisations;;
marxistes-léninistes;;;
pasodoble;pasodobles;;
scléroprotéine;scléroprotéine;;
piéta;piétas;;
algazelle;algazelles;;
pédégé;pédégés;pédégée;pédégées
écocitoyen;écocitoyens;écocitoyenne;écocitoyennes
assainisseur;assainisseur;assainisseuse;assainisseuses
autoécologie;autoécologies;;
biens-fonds;;;
cachoube;cachoubes;;
feijoada;feijoadas;;
mésophase;mésophases;;
postimpressionniste;postimpressionniste;;
sciapode;sciapode;;
thérien;thérien;;
à-coup;à-coup;;
cutback;cutback;;
moraille;moraille;;
mot-clé;mots-clés;;
photohéliographe;photohéliographes;;
sistership;sisterships;;
anti-inflammatoire;anti-inflammatoire;;
circularisation;circularisations;;
déphosphatation;déphosphatations;;
girie;girie;;
inventoriage;inventoriages;;
unitarité;unitarités;;
bégayeur;bégayeurs;bégayeuse;bégayeuse
code-barres;;;
coudou;coudous;;
cytopathologie;cytopathologies;;
dendroclimatologie;dendroclimatologies;;
docu-fiction;docu-fictions;;
euroobligation;euroobligation;;
rétro-ingénierie;rétro-ingénieries;;
œsophagostomie;œsophagostomies;;
chefaillon;chefaillon;;
circumnavigateur;circumnavigateur;circumnavigatrice;circumnavigatrices
contremanifestant;contremanifestant;contremanifestante;contremanifestante
coqueleux;;coqueleuse;coqueleuses
embrochement;embrochements;;
pomologiste;pomologiste;;
télédéclaration;télédéclarations;;
autoécole;autoécoles;;
bleuetière;bleuetière;;
dysovulation;dysovulations;;
empagement;empagements;;
fouinard;fouinards;fouinarde;fouinarde
libre-penseur;;;
taxage;taxages;;
électroosmose;électroosmoses;;
décervelé;décervelés;décervelée;décervelées
azulène;azulènes;;
ilotage;ilotages;;
adrénolytique;adrénolytiques;;
crwth;crwths;;
kitch;kitchs;;
maïsiculture;maïsicultures;;
paintball;paintballs;;
rauwolfia;rauwolfias;;
risquetout;risquetouts;;
start-up;;;
tripale;tripales;;
biomagnétisme;biomagnétismes;;
bortch;bortchs;;
clandé;clandés;;
diamide;diamides;;
gewurztraminer;gewurztraminers;;
infectiologue;infectiologues;;
non-stop;non-stops;;
persiffleur;persiffleurs;persiffleuse;persiffleuses
wifi;wifis;;
allostérie;allostéries;;
astable;astables;;
centres-villes;;;
décathlonien;décathloniens;décathlonienne;décathlonienne
lauracée;lauracée;;
machine-outil;machines-outils;;
minigolf;minigolfs;;
publireportage;publireportages;;
zoanthropie;zoanthropies;;
admixtion;admixtions;;
anarcho-syndicaliste;anarcho-syndicalistes;;
brulement;brulements;;
cotinga;cotingas;;
foxtrot;foxtrots;;
kiosquier;kiosquier;kiosquière;kiosquière
sergent-chef;;;
topiaire;topiaires;;
camping-car;camping-cars;;
fraisière;fraisière;;
positronium;positroniums;;
ptérosaure;ptérosaure;;
qualiticien;qualiticiens;qualiticienne;qualiticiennes
stadiaire;stadiaire;;
stéréospécificité;stéréospécificités;;
ascaridiase;ascaridiases;;
barzoï;barzoïs;;
biroute;biroutes;;
boxoffice;boxoffices;;
doyenneté;doyennetés;;
germanopratin;germanopratins;germanopratine;germanopratines
hagiotoponyme;hagiotoponyme;;
halin;halins;;
maraichage;maraichages;;
portefort;porteforts;;
téléosaure;téléosaure;;
télépéage;télépéages;;
économétricien;économétricien;économétricienne;économétricienne
épulie;épulie;;
affûtiaux;;;
briganderie;briganderie;;
cloueur;cloueurs;cloueuse;cloueuses
poètereau;poètereau;;
puccinia;puccinias;;
terraformation;terraformations;;
ébarbure;ébarbure;;
ο;;;
Bhagavad-Gîtâ;;;
chouchen;chouchens;;
drageonnage;drageonnages;;
défourneur;défourneurs;défourneuse;défourneuses
interlingue;interlingues;;
matriochka;matriochkas;;
rhizophage;rhizophage;;
wishbone;wishbones;;
ι;;;
dipsacée;dipsacée;;
altiport;altiports;;
dermographie;dermographies;;
footeux;;footeuse;footeuse
gonfanonier;gonfanoniers;;
hypovigilance;hypovigilances;;
kiésérite;kiésérites;;
paléorelief;paléorelief;;
œnothère;œnothères;;
boille;boilles;;
dyshidrose;dyshidroses;;
déboitement;déboitements;;
logopédiste;logopédistes;;
phytozoaire;phytozoaire;;
stomisé;stomisé;stomisée;stomisée
superréaction;superréactions;;
takeoff;takeoffs;;
taxiway;taxiways;;
agrocarburant;agrocarburant;;
audimutité;audimutités;;
biendire;biendires;;
capésien;capésien;capésienne;capésienne
carterie;carteries;;
crédit-bail;;;
discothécaire;discothécaires;;
déconsignation;déconsignations;;
défileur;défileur;défileuse;défileuses
kth;;;
pieds-noirs;;;
sinophone;sinophone;;
strip-teaseur;strip-teaseurs;;
ultra-orthodoxe;ultra-orthodoxe;;
campanulacée;campanulacée;;
DVD-ROM;;;
amérindianisme;amérindianisme;;
billettiste;billettistes;;
blackjack;blackjacks;;
flagelline;flagellines;;
padoue;padoues;;
polyacrylate;polyacrylates;;
polytric;polytrics;;
postdoctorat;postdoctorats;;
réfrènement;réfrènements;;
sadd;sadds;;
évènementiel;évènementiels;;
cryptozoologie;cryptozoologies;;
désapprovisionnement;désapprovisionnements;;
peer-to-peer;;;
physostome;physostome;;
réencastrement;réencastrements;;
sapindacée;sapindacée;;
pare-feu;pare-feux;;
mucolytique;mucolytique;;
disc-jockey;disc-jockeys;;
dryfarming;dryfarmings;;
décapeur;décapeurs;décapeuse;décapeuses
encapsulage;encapsulages;;
fichiste;fichistes;;
mégaparsec;mégaparsecs;;
métamorphe;métamorphes;;
